openalex_id,title,year,doi,type,affiliation,is_peer_reviewed,match_strength,pdf_mention_count,matched_terms,discovery_source,use_tier,use_tier_label,use_score,use_signals,needs_manual_review,review_reason,sample_context
https://openalex.org/W4395454137,Exploring the daytime boundary layer evolution based on Doppler spectrum width from multiple coplanar wind lidars during CROSSINN,2024.0,10.5194/wcd-5-609-2024,article,non_affiliated,True,,0,,channel_b:B2:LAPSE-RATE+Doppler lidar,2,analytical / discussion use,20,methods_context; results_context,False,,"rth-facing; SF – south-facing; digit – local slope angle), while triangles denote the temporary KITcube WLS200s Doppler lidar locations. The solid black line represents the vertical plane of the coplanar-retrieved wind field. The three coloured solid lines represent the straight flight leg segments flown by the DLR Cessna aircraft | to overlapping RHI scans performed by the three Doppler lidars. The alignment of the three RHI scans from each Doppler lidar, along with their synchronized start and"
https://openalex.org/W4404536956,Improving solution availability and temporal consistency of an optimal-estimation physical retrieval for ground-based thermodynamic boundary layer profiling,2024.0,10.5194/amt-17-6603-2024,article,non_affiliated,True,,0,,channel_b:B2:PECAN+Doppler lidar,2,analytical / discussion use,20,methods_context; results_context,False,,"ach (Maahn et al., 2020), which combines measurements, prior information, and corresponding uncertainties. Based on the AERIoe optimal-estimation physical retrieval algorithm (Turner and Löhnert, 2014), which was developed for the Atmospheric Emitted Radiance Interferometers (AERIs) | rd deviation at each site. Download The IRS instruments used in this study are AERIs (Knuteson et al., 2004a, b). The AERI retrieves downwelling infrared radiation between the wavelengths of 3.3 and 19 µm (between "
https://openalex.org/W4403227688,Influences of lidar scanning parameters on wind turbine wake retrievals in complex terrain,2024.0,10.5194/wes-9-1905-2024,article,non_affiliated,True,,0,,channel_b:B2:Perdigão+Doppler lidar,2,analytical / discussion use,20,methods_context; results_context,False,,"ibution 4.0 License. Article Assets Peer review Metrics Related articles Research article | 08 Oct 2024 Influences of lidar scanning parameters on wind turbine wake retrievals in complex terrain Rachel Robey and Julie K. Lundquist Abstract Scanning lidars enable the collection of spatially di | n duration. Using a large-eddy simulation and simulated measurements with a virtual lidar model, we assess how scanning lidar systems may influence the properties of the retrieved wake using a case study "
https://openalex.org/W4399920911,Spatially distributed atmospheric boundary layer properties in Houston – A value-added observational dataset,2024.0,10.1038/s41597-024-03477-9,article,nwc_affiliated,True,,0,,channel_g:ground_truth,2,analytical / discussion use,20,methods_context; results_context,False,,"pheric Administration (NOAA) National Severe Storms Laboratory Collaborative Lower Atmospheric Mobile Profiling System (CLAMPS2)30 operated the CLAMPS2 MWR31 and CLAMPS2 Doppler lidar (DL)32,33 from the University of Houston Coastal Center (29.386 | OAA) National Severe Storms Laboratory Collaborative Lower Atmospheric Mobile Profiling System (CLAMPS2)30 operated the CLAMPS2 MWR31 and CLAMPS2 Doppler lidar (DL)32,33 from the University of Houston Coastal Center (29.3861°N, 95.0421°W) site. Th | "
https://openalex.org/W4412886177,Assessment of horizontally oriented ice crystals with a combination of multiangle polarization lidar and cloud Doppler radar,2025.0,10.5194/amt-18-3611-2025,article,non_affiliated,True,,0,,channel_b:B2:EPIC+Doppler lidar,2,analytical / discussion use,20,methods_context; results_context,False,,"d their radiation effects in Greenland (Stillwell et al., 2019). Seifert (2011) used zenith-pointing polarization Raman lidar to retrieve the lidar ratio of HOICs and pointed out that HOICs show a lower lidar ratio than supercooled water clouds. Westbrook e | two lidars' NRB profiles; namely we first find the Rayleigh fit, i.e., the aerosol-free region. Then we assume a fixed lidar ratio of 50 sr, using the Klett–Fernald method to retrieve the extinction profile (Fernald, 1984). After that, we i"
https://openalex.org/W4414196375,Quantifying UAS Observation Error Variance Used in Data Assimilation Systems and Its Impact on Predictive Skill,2025.0,10.1029/2024ms004601,article,non_affiliated,True,,0,,channel_b:B2:LAPSE-RATE+Doppler lidar,2,analytical / discussion use,20,methods_context; results_context,False,,"16, 17, 18, 19 37.782, −106.041 Leach 19 Waugh (2020a) NSSL-Mobile 07–19 38.054, −106.051 North-Farm 5 Waugh (2020a) OU CLAMPS-1 07-15, 16, 17, 18, 19 37.988, −105.912 Moffat 20 Waugh (2020b) Observations collected with 11 different UAS flown with | (SLV) during 15–19 July 2018 with observing systems distributed throughout the northern half of the valley. The UAS and NSSL mobile sounding system were deployed to different locations each day depending on the scientific objectives. Figure 1 shows t"
https://openalex.org/W7125978962,Derivation and validation of a refined dust product from Aeolus (L2A+),2026.0,10.5194/amt-19-699-2026,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,2,analytical / discussion use,20,methods_context; results_context,False,,"led an excellent agreement between the Aeolus' backscatter coefficient at 355 nm, extinction coefficient at 355 nm, and lidar ratio at 355 nm profiles retrieved from the Standard Correct Algorithm (SCA) and ground-based concurrent observations acquired from the PollyXT lidar (En | Dynamics Mission-Aeolus (ADM-Aeolus) science report (ESA, 2008). Aeolus carried the ALADIN, the first space-based HSRL lidar which provided wind and particulate vertically resolved retrievals along the line-of-sight (L"
https://openalex.org/W2796307725,A multiwavelength numerical model in support of quantitative retrievals of aerosol properties from automated lidar ceilometers and test applications for AOT and PM <sub>10</sub> estimation,2018.0,10.5194/amt-11-6013-2018,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"). With a spectrum of different system types (elastic backscatter, Raman, high spectral resolution, and multiwavelength lidars), each with specific pro and cons (Lolli et al., 2018), this technique allows retrievals of aerosol and cloud optical properties and relevant distribution within the atmospheric column at several ground-base | tribution over Europe (Bösenberg et al., 2003; Pappalardo et al., 2014). The advanced multiwavelength elastic and Raman lidars employed in this network allow indep"
https://openalex.org/W2890245536,Characterizing wind gusts in complex terrain,2019.0,10.5194/acp-19-3797-2019,article,non_affiliated,True,,0,,channel_b:B2:Perdigão+Doppler lidar,3,peripheral / reference only,10,methods_context,False,,"390/rs809075, 2016. Boudreault, L.-É., Bechmann, A., Tarvainen, L., Klemedtsson, L., Shendryk, I., and Dellwik, E.: A LiDAR method of canopy structure retrieval for wind modeling of heterogeneous forests, Agr. Forest Meteorol., 201, 86–97, 2015. Branlard, E.: Wind energy: On th"
https://openalex.org/W2943522300,"Planetary boundary layer height by means of lidar and numerical simulations over New Delhi, India",2019.0,10.5194/amt-12-2595-2019,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"similarities with the pre-monsoon season in India. 5 Summary and conclusions In this study, 1-year-long ground-based lidar measurements were used to retrieve the PBLH over Gwal Pahari, New Delhi. The feasibility of deriving the PBLH with the modified WCT technique was investig | ., Kokkalis, P., Amiridis, V., Kambezidis, H. D., Mamouri, R. E., Georgoussis, G., and Avdikos, G.: Inter-comparison of lidar and ceilometer retrievals for aerosol and Planetary Boundary Layer profiling over Athens, Gree"
https://openalex.org/W2994789979,Application of the shipborne remote sensing supersite OCEANET for profiling of Arctic aerosols and clouds during <i>Polarstern</i> cruise PS106,2020.0,10.5194/amt-13-5335-2020,article,non_affiliated,True,,0,,channel_b:B2:LAPSE-RATE+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"veloped the EDR and ice crystal effective radius retrieval with supervision from PS, RE and JB. HB, YZ, and AA provided lidar-based data processing for retrieval of aerosol optical and microphysical properties. AM provided support in the data analysis and manuscript preparation. H | /doi.org/10.1594/PANGAEA.919399, 2020h. a Heese, B., Flentje, H., Althausen, D., Ansmann, A., and Frey, S.: Ceilometer lidar comparison: backscatter coefficient retrieval and signal-to-noise ratio determination, Atmo"
https://openalex.org/W2999126312,Methodology for deriving the telescope focus function and its uncertainty for a heterodyne pulsed Doppler lidar,2020.0,10.5194/amt-13-2849-2020,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"elevated aerosol plumes (Hannon et al., 1999). The combination of attenuated backscatter profiles from coherent Doppler lidars with other profiling instruments permits additional retrievals; for example, together with a ceilometer (Westbrook et al., 2010b), or with a cloud radar (Träumner et al., 2010), it"
https://openalex.org/W2991600011,Multi-lidar wind resource mapping in complex terrain,2020.0,10.5194/wes-5-1059-2020,article,non_affiliated,True,,0,,channel_b:B2:Perdigão+Doppler lidar,3,peripheral / reference only,10,methods_context,False,,"0-2881-2017, 2017. a Boudreault, L.-É., Bechmann, A., Tarvainen, L., Klemedtsson, L., Shendryk, I., and Dellwik, E.: A LiDAR method of canopy structure retrieval for wind modeling of heterogeneous forests, Agr. Forest Meteorol., 201, 86–97, https://doi.org/10.1016/j.agrformet.2014"
https://openalex.org/W3030739149,The CopterSonde: an insight into the development of a smart unmanned aircraft system for atmospheric boundary layer research,2020.0,10.5194/amt-13-2833-2020,article,nwc_affiliated,True,,0,,channel_g:ground_truth,3,peripheral / reference only,10,results_context,False,,"e days. CASS flew at two different locations each day, one of them situated at the Moffat Consolidated School where the Collaborative Lower Atmospheric Mobile Profiling System (CLAMPS; Wagner et al., 2019) was running and launching radiosondes every couple of hours. CLAMPS contains an Atmospher | ometer (MWR), and a Halo Photonics scanning Doppler wind lidar. The AERI and MWR data were combined and run through the AERI optimal estimation (AERIoe; Turner and Blumberg, 2018) retrieval to obtain te"
https://openalex.org/W3048169832,Assimilation of lidar planetary boundary layer height observations,2021.0,10.5194/amt-14-1099-2021,article,non_affiliated,True,,0,,channel_b:B2:PECAN+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"oi.org/10.1248/cpb.37.3229, 1997. Coniglio, M. C., Romine, G. S., Turner, D. D., and Torn, R. D.: Impacts of Targeted AERI and Doppler Lidar Wind Retrievals on Short-Term Forecasts of the Initiation and Early Evolution of Thunderstorms, Mon. Weather Rev., 147, 1149–1170, htt | g/10.1175/MWR-D-18-0351.1, 2019a. Coniglio, M. C., Romine, G. S., Turner, D. D., and Torn, R. D.: Impacts of Targeted AERI and Doppler Lidar Wind Retrievals on Short-Term Forecasts of the Initiation and Early Evolution of "
https://openalex.org/W3135282456,Challenges and Opportunities in Lidar Remote Sensing,2021.0,10.3389/frsen.2021.641723,article,non_affiliated,True,,0,,channel_b:B2:PECAN+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"-0477(2000)081<1301:CWBPFO>2.3.CO;2 CrossRef Google Scholar 82 TurnerD. D.BlumbergW. G., (2019). Improvements to the AERIoe thermodynamic profile retrieval algorithm. IEEE J. Sel. Top. Appl. Earth Obs. Remote Sens.12, 1939–1404. 10.1109/JSTARS.2018.2874968 CrossRef Google S | ze and composition from multiwavelength lidar, vertical wind from Doppler Lidar, water vapor and temperature from Raman lidar or DIAL, and droplet concentrations retrieved from lidar cloud extinction measurements help to un"
https://openalex.org/W3082012038,Spectral correction of turbulent energy damping on wind lidar measurements due to spatial averaging,2021.0,10.5194/amt-14-1457-2021,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,methods_context,False,,"rsity of Illinois at Urbana-Champaign, 2005. a, b Banakh, V. A. and Werner C.: Computer simulation of coherent Doppler lidar measurement of wind velocity and retrieval of turbulent wind statistics, Opt. Eng., 44, 071205, https://doi.org/10.1117/1.1955167, 2005. a, b Banerjee, T., Katul"
https://openalex.org/W3101316883,The thermodynamic structures of the planetary boundary layer dominated by synoptic circulations and the regular effect on air pollution in Beijing,2021.0,10.5194/acp-21-6111-2021,article,non_affiliated,True,,0,,channel_b:B2:LAPSE-RATE+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"., Kokkalis, P., Amiridis, V., Kambezidis, H. D., Mamouri, R. E., Georgoussis, G., and Avdikos, G.: Inter-comparison of lidar and ceilometer retrievals for aerosol and Planetary Boundary Layer profiling over Athens, Greece, Atmos. Meas. Tech., 4, 1261–1273, https://doi."
https://openalex.org/W4284675140,Evaluation of a forest parameterization to improve boundary layer flow simulations over complex terrain. A case study using WRF-LES V4.0.1,2022.0,10.5194/gmd-15-5195-2022,article,non_affiliated,True,,0,,channel_g:ground_truth,3,peripheral / reference only,10,methods_context,False,,"” in the present study. The University of Oklahoma deployed a Halo Photonics Stream Line scanning lidar as part of the Collaborative Lower Atmospheric Mobile Profiling System (CLAMPS, see Wagner et al., 2019c). The instrument was set to different scanning scenarios, but in the present study, w | s-valley” direction, and the direction parallel to the double-ridge is called “along-valley” in the present study. The University of Oklahoma deployed a Halo Photonics Stream Line scanning lidar as part "
https://openalex.org/W4220762841,Low-level buoyancy as a tool to understand boundary layer transitions,2022.0,10.5194/amt-15-1185-2022,article,nwc_affiliated,True,,0,,channel_b:B2:LAPSE-RATE+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"Sonde and radiosonde data gathered in these campaigns were compared in Bell et al. (2020), in addition to data from the Collaborative Lower Atmospheric Mobile Profiling System (CLAMPS; Wagner et al., 2019). Temperature, humidity, and wind speed and direction from each system were compared and s | /10.1175/WAF-D-14-00105.1, 2015. a Coniglio, M. C., Romine, G. S., Turner, D. D., and Torn, R. D.: Impacts of targeted AERI and Doppler lidar wind retrievals on short-term forecasts of the initiation an"
https://openalex.org/W4226411128,Turbulence statistics from three different nacelle lidars,2022.0,10.5194/wes-7-831-2022,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,methods_context,False,,"e from a sonic anemometer using both numerical simulations and measurements from a nearby mast. We show that from these lidars, the SpinnerLidar is the only one able to retrieve all Reynolds stress components. For the two- and four-beam lidars, we study different methods to compute the along-wind | imitrov, N., and Peña, A.: Wind turbine load validation in wakes using wind field reconstruction techniques and nacelle lidar wind retrievals, Wind Energ. Sci., 6, 841–866, https://doi.org/10.5194/wes"
https://openalex.org/W4361292167,A method for generating a quasi-linear convective system suitable for observing system simulation experiments,2023.0,10.5194/gmd-16-1779-2023,article,nwc_affiliated,True,,0,,channel_b:B2:PECAN+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"/10.1175/WAF-D-12-00103.1, 2013. a Coniglio, M. C., Romine, G. S., Turner, D. D., and Torn, R. D.: Impacts of targeted AERI and doppler lidar wind retrievals on short-term forecasts of the initiation and early evolution of thunderstorms, Mon. Weather Rev., 147, 1149–1170, htt | 10.1007/BF00119502, 1980. a Degelia, S. K., Wang, X., and Stensrud, D. J.: An Evaluation of the Impact of Assimilating AERI Retrievals, Kinematic Profilers, Rawinsondes, and Surface Observations on a Forecast of a Nocturn"
https://openalex.org/W4327952016,Boundary layer moisture variability at the Atmospheric Radiation Measurement (ARM) Eastern North Atlantic observatory during marine conditions,2023.0,10.5194/acp-23-3453-2023,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"or. Soc., 146, 141–152, https://doi.org/10.1002/qj.3662, 2020. Turner, D. D. and Blumberg, W. G.: Improvements to the AERIoe thermodynamic profile retrieval algorithm, IEEE J. Sel. Top. Appl., 12, 1339–1354, 2019, https://doi.org/10.1109/JSTARS.2018.2874968, 2019. Turner, D | the radar, ceilometer, and wind profiler data. MPC performed the active and passive retrievals. DDT provided the Raman lidar retrievals. TES downloaded and preprocessed all datasets used in the analysis. Competing interests"
https://openalex.org/W4380417478,Dependence of turbulence estimations on nacelle lidar scanning strategies,2023.0,10.5194/wes-8-677-2023,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"rbine. The Reynolds stresses are computed via a least-squares procedure that uses the radial velocity variances of each lidar beam without the need to reconstruct the wind components. The lidar-retrieved Reynolds stresses are compared with those from a sonic anemometer at turbine hub height. Our findings from the analysi | simulations and measurements. Compared to the estimations from the sonic anemometer, we observe positive biases of the lidar-retrieved v and w variances. The biases decrease w"
https://openalex.org/W4389979234,Feedforward pitch control for a 15 MW wind turbine using a spinner-mounted single-beam lidar,2023.0,10.5194/wes-8-1893-2023,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"is on the turbine rotation axis, and v and w are considered to be 0, the u component can be estimated directly from the lidar measurements. The lidar-estimated REWS is the mean of the along-wind component retrieved from the radial velocities along the beam: uLL(t)= Nb ∑ i=1 1 Nbni1 vr,i(t), where Nb is the number of measuremen"
https://openalex.org/W4321094361,High-resolution 3D winds derived from a modified WISSDOM synthesis scheme using multiple Doppler lidars and observations,2023.0,10.5194/amt-16-845-2023,article,non_affiliated,True,,0,,channel_b:B2:SCALES+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"ts for PyeongChang 2018 Olympic and Paralympic winter games). In summary, the main goal of this study is to use Doppler lidar observations to retrieve high-resolution 3D winds over terrain with clear-air conditions via WISSDOM. In this study, detailed principles of the | implemented in WISSDOM synthesis 3.2.1 Scanning Doppler lidars The radial velocity observed from two scanning Doppler lidars was utilized to retrieve 3D winds via WISSDOM synthesis. The original coordinate system of observed lid"
https://openalex.org/W4367180390,Pseudorandom modulation continuous-wave narrowband sodium temperature and wind lidar,2023.0,10.5194/amt-16-2263-2023,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,results_context,False,,"ess: 10 December 2021; SABER team, 2021). Author contributions XF wrote the paper and provided technical guidance for lidar development. FL developed the lidar system and retrieved the data. LlS retrieved the data. TL designed the experiment, contributed to the discussion and revision of the paper, and explained the resul"
https://openalex.org/W4389791057,Suppression of precipitation bias in wind velocities from continuous-wave Doppler lidars,2023.0,10.5194/amt-16-6007-2023,article,non_affiliated,True,,0,,channel_b:B2:RIVoRS+Doppler lidar,3,peripheral / reference only,10,methods_context,False,,"nt wind field in the near-wake region of a tree (Angelou et al., 2022). In order to improve the measurement accuracy of lidars, Wildmann et al. (2020) reduced the volume-averaging effect on the retrieval of the wind flow statistics by ground-based Doppler lidars (see also Sathe and Mann, 2013). Brinkmeyer (2015) suggested | e with pulsed Doppler lidars, even though their measurement volume is significantly larger than that of continuous-wave lidars. Further investigations could also attempt to r"
https://openalex.org/W4385372336,Validation activities of Aeolus wind products on the southeastern Iberian Peninsula,2023.0,10.5194/acp-23-8453-2023,article,non_affiliated,True,,0,,channel_b:B2:SCALES+Doppler lidar,3,peripheral / reference only,10,methods_context,False,,"the Earth every week (orbit repeat cycle of 7 d). The main Aeolus payload is ALADIN, an instrument based on the Doppler lidar technique which allows the retrieval of wind velocity information based on the Doppler shift of the backscattered radiation. The instrument consists of an N"
