work_key,corpus_class,corpus_source,openalex_id,title,year,doi,openalex_type,source_link,institutions,abstract,discovery_source,discovery_channel,cited_by_count,confidence_tier,repo_id,repo_handle,pdf_url,manual_flag
doi:10.1002/2016jd025453,article,hc_publications,https://openalex.org/W2556159346,OH* imager response to turbulence‐induced temperature fluctuations,2016.0,10.1002/2016jd025453,article,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2016JD025453,University of Illinois Urbana-Champaign,"Abstract The layer of the excited state hydroxyl radical (OH*) is formed in mesopause region by reaction ozone (O 3 ) and atomic hydrogen (H). We derive theoretical expressions for OH* brightness rotational temperature ( T *) responses to high‐frequency atmospheric perturbations. theory used calculate 1‐D 2‐D horizontal wave number spectra * image fluctuations induced turbulence. By applying images a breaking gravity packet, acquired Utah State University Advanced Mesospheric Temperature Mapper, we show that existing infrared imager technology can observe evolution breakdown characterize resulting turbulent eddies source inertial subrange turbulence spectrum. For example presented here, RMS packet was 2.90% associated 1.07%. Unfortunately, are usually too small be observed maps.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,2.0,high,,,,
doi:10.1002/asl.660,article,hc_publications,https://openalex.org/W2342387346,On the link between cold fronts and hail in Switzerland,2016.0,10.1002/asl.660,article,https://rmets.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/asl.660,University of Bern; Oeschger Centre for Climate Change Research; Bjerknes Centre for Climate Research; University of Bergen; Federal Office of Meteorology and Climatology MeteoSwiss,"Abstract Hail is the costliest atmospheric hazard in Switzerland, causing substantial damage to agriculture, cars and buildings every year. In this study, a 12‐year statistic of objectively identified cold fronts radar‐based hail are combined investigate co‐occurrence Switzerland. first step, an automated front identification scheme, which has previously been designed for applied global reanalysis data, modified high‐resolution regional analysis data set. This detection method then adapted, tested Consortium Small Scale Modelling ( COSMO ) extended season (May September) years 2002–2013. The resulting presented discussed. second frequency linked determine relative fraction initiation events pre‐frontal environments. Up 45% all detected north‐eastern southern Switzerland form zones. Similar fractions upstream Jura Black Forest mountains. percentage front‐related formation highest regions where statistically less frequent, with exception Furthermore, it shown that create wind‐sheared environments, favourable cells.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,49.0,high,,,,
doi:10.1002/2015jd024494,article,hc_publications,https://openalex.org/W2435639672,"Simultaneous and common‐volume lidar observations of K/Na layers and temperature at Arecibo Observatory (18°N, 67°W)",2016.0,10.1002/2015jd024494,article,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2015JD024494,Wuhan University; Miami University; Arecibo Observatory; Universidad Metropolitana,"Abstract We present the first simultaneous and common‐volume observations of mesospheric K Na densities temperature conducted by a Doppler lidar at Arecibo Observatory (18.35°N, 66.75°W), Puerto Rico. Measurements reported here were on three nights with 9, 6, 7 h in December 2003 January 2004. The behaviors layer variations showed that bottom edges layers matched one another almost exactly. Layer peak column increased/decreased together for layer, but not layer. correlation between density fluctuations was strongly positive just below altitude nightly mean profile transitioned to negative several kilometers above respective either or K. sporadic occurring low altitudes did behave same manner especially when background decreased. discuss, qualitatively, impact dynamical chemical effects layers. Our analysis suggests wave‐induced transport can account observed correlations temperature, density, fluctuations. Dynamical have similar resulting differences are qualitatively consistent different dependences chemistries.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,8.0,high,,,,
doi:10.1002/we.1978,article,hc_publications,https://openalex.org/W2313147051,Testing and validation of multi‐lidar scanning strategies for wind energy applications,2016.0,10.1002/we.1978,article,https://doi.org/10.1002/we.1978,National Laboratory of the Rockies; University of Oklahoma; National Oceanic and Atmospheric Administration; Cooperative Institute for Research in Environmental Sciences; NOAA Earth System Research Laboratory; Lawrence Livermore National Laboratory; Pacific Northwest National Laboratory,"Abstract Several factors cause lidars to measure different values of turbulence than an anemometer on a tower, including volume averaging, instrument noise and the use scanning circle estimate wind field. One way avoid is deploy multiple point them toward same in space collect velocity measurements extract high‐resolution information. This paper explores two multi‐lidar strategies, tri‐Doppler technique virtual tower technique, for measuring 3‐D turbulence. In summer 2013, vertically profiling Leosphere WindCube lidar three Halo Photonics Streamline were operated at Southern Great Plains Atmospheric Radiation Measurement site test these strategies. During first half field campaign, all pointed approximately analysis was completed calculate three‐dimensional vector every second. Next, used build ‘virtual tower’ above lidar. Results indicate that measures higher horizontal under stable atmospheric conditions, reduces variance contamination unstable conditions can profiles mean speed direction. The provides adequate information but cannot capture full temporal variability experienced because time needed readjust scans. Copyright © 2016 John Wiley &amp; Sons, Ltd.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,50.0,high,,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/we.1978,
doi:10.5194/acp-2016-842,article,hc_publications,https://openalex.org/W2530719751,The life cycle of nocturnal low-level clouds over southern WestAfrica analysed using high-resolution simulations,2016.0,10.5194/acp-2016-842,article,https://doi.org/10.5194/acp-2016-842,Karlsruhe Institute of Technology,"Abstract. We performed a high-resolution numerical simulation to study the life cycle of extensive low-level clouds which frequently form over southern West Africa during monsoon season. This was made in preparation for field campaign 2016 within Dynamics-aerosol-chemistry-cloud interactions (DACCIWA) project and focuses on an area around city Save Benin. Nocturnal evolve few hundred metres above ground same level as distinct jet. Several processes are found determine spatio-temporal evolution these including (i) significant cooling nocturnal atmosphere due horizontal advection with south-westerly flow first half night, (ii) vertical cold air gravity waves leading wave crests (iii) enhanced convergence upward motion upstream existing that trigger new clouds. The latter is caused by shift jet cloudy areas lower part divergence upper cloud layer. Although this single case hardly allows generalisation found, results added optimisation measurements strategy observations will be used test hypotheses formation resulting from study.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,1.0,high,,,https://acp.copernicus.org/preprints/acp-2016-842/acp-2016-842.pdf,
doi:10.1175/jtech-d-16-0119.1,article,hc_publications,https://openalex.org/W2513325871,Validation of a Water Vapor Micropulse Differential Absorption Lidar (DIAL),2016.0,10.1175/jtech-d-16-0119.1,article,https://journals.ametsoc.org/downloadpdf/journals/atot/33/11/jtech-d-16-0119_1.pdf,NSF National Center for Atmospheric Research; National Oceanic and Atmospheric Administration; NOAA National Severe Storms Laboratory; NOAA Earth System Research Laboratory,"Abstract A water vapor micropulse differential absorption lidar (DIAL) instrument was developed collaboratively by the National Center for Atmospheric Research (NCAR) and Montana State University (MSU). This innovative, eye-safe, low-power, diode-laser-based system has demonstrated ability to obtain unattended continuous observations in both day night. Data comparisons with well-established observing systems, including radiosondes, Emitted Radiance Interferometers (AERIs), microwave radiometer profilers (MWRPs), ground-based global positioning (GPS) receivers, show excellent agreement. The Pearson’s correlation coefficient DIAL radiosondes is consistently greater than 0.6 from 300 m up 4.5 km AGL at night 3.5 during day. AERI 2.25 2.0 Further comparison continuously operating GPS instrumentation illustrates consistent temporal trends when integrating measurements 6 AGL.",channel_b:B2:PECAN+Doppler lidar,channel_b,90.0,high,,,,
doi:10.1175/jtech-d-17-0065.1,article,ground_truth_mandatory,https://openalex.org/W2744657606,,2017.0,10.1175/jtech-d-17-0065.1,article,https://doi.org/10.1175/jtech-d-17-0065.1,Oak Ridge Associated Universities; NOAA Air Resources Laboratory,"Abstract Upscaling point measurements from micrometeorological towers is a challenging task that important for variety of applications, example, in process studies convection initiation, carbon and energy budget studies, the improvement model parameterizations. In present study, technique was developed to determine horizontal variability sensible heat flux H surrounding towers. The evaluated using 15-min observations, as well land surface temperature air obtained small unmanned aircraft systems (sUAS) conducted during one-day measurement campaign. computed found be comparable within 5–10 W m −2 . Furthermore, when comparing this with determined large-eddy simulations (LES), differences &lt;10 were typically found. Thus, implementing observations sUAS will help at spatial scales larger than can provided tower alone.",channel_g:ground_truth,channel_g,25.0,high,,,,
doi:10.1175/jas-d-16-0333.1,article,ground_truth_mandatory,https://openalex.org/W2742510398,A 1D Theoretical Analysis of Northerly Low-Level Jets over the Great Plains,2017.0,10.1175/jas-d-16-0333.1,article,https://doi.org/10.1175/jas-d-16-0333.1,Cooperative Institute for Mesoscale Meteorological Studies; University of Oklahoma,"Abstract The forcing of northerly low-level jets over the eastward-sloped terrain U.S. Great Plains was studied using a one-dimensional (1D) nonstationary analytical model based on Boussinesq-approximated equations motion and thermal energy. For jets, from diurnal changes in surface heating sloped (Holton mechanism) is out phase with nocturnal inertial oscillation resulting cessation turbulent mixing at sunset (Blackadar mechanism), which results weaker when compared to southerly low-levels same-magnitude background pressure gradient forcing. Because Blackadar Holton mechanisms acting phase, cannot solely explain jet maximum found climatological studies. It shown that negative buoyancy values enhance geostrophic wind, can cause jetlike wind profiles do not necessarily depend cycle. However, primarily caused by an still occur daytime strong small sunset. These conditions are possible capping inversions present convective boundary layer. occurrence both types those driven oscillation, better explains findings previous climatologies.",channel_g:ground_truth,channel_g,14.0,high,,,,
doi:10.5194/amt-2017-393,article,hc_publications,https://openalex.org/W4253734505,Algorithm Theoretical Baseline for formaldehyde retrievals from S5P TROPOMI and from the QA4ECV project,2017.0,10.5194/amt-2017-393,preprint,https://doi.org/10.5194/amt-2017-393,Royal Belgian Institute for Space Aeronomy; University of Bremen; Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR); Max Planck Institute for Chemistry; Royal Netherlands Meteorological Institute; Wageningen University & Research,"Abstract. On board of the Copernicus Sentinel-5 Precursor (S5P) platform, TROPOspheric Monitoring Instrument (TROPOMI) is a double channel nadir-viewing grating spectrometer measuring solar back-scattered earthshine radiances in ultraviolet, visible, near-infrared and shortwave infrared with global daily coverage. In ultraviolet range, its spectral resolution radiometric performance are equivalent to those predecessor OMI, but horizontal at true nadir improved by an order magnitude. This paper introduces formaldehyde (HCHO) tropospheric vertical column retrieval algorithm implemented S5P operational processor, comprehensively describes various steps. Furthermore, algorithmic improvements developed framework EU FP7-project QA4ECV described for future updates processor. Detailed error estimates discussed light user requirements needs validation highlighted. Finally, verification results based on application OMI measurements presented, demonstrating performances expected TROPOMI.",channel_b:B2:LAPSE-RATE+remote profiler,channel_b,20.0,high,,,https://amt.copernicus.org/preprints/amt-2017-393/amt-2017-393.pdf,
doi:10.1175/mwr-d-17-0047.1,article,hc_publications,https://openalex.org/W2768079009,An Adjoint-Based Forecast Impact from Assimilating MISR Winds into the GEOS-5 Data Assimilation and Forecasting System,2017.0,10.1175/mwr-d-17-0047.1,article,https://journals.ametsoc.org/downloadpdf/journals/mwre/145/12/mwr-d-17-0047.1.pdf,Goddard Space Flight Center; Jet Propulsion Laboratory,"This study examines the benefit of assimilating cloud motion vector (CMV) wind observations obtained from Multiangle Imaging SpectroRadiometer (MISR) within a Modern-Era Retrospective Analysis for Research and Applications, version 2 (MERRA-2), configuration Goddard Earth Observing System-5 (GEOS-5) model data assimilation system (DAS). Available in near–real time (NRT) with record dating back to 1999, MISR CMVs boast pole-to-pole coverage geometric height assignment that is complementary suite atmospheric vectors (AMVs) included MERRA-2 standard. Experiments spanning September–November 2014 March–May 2015 estimated relative CMV impact on 24-h forecast error reduction an adjoint-based sensitivity method. were more consistently beneficial provided twice as large mean when larger uncertainties assigned less accurate component oriented along satellite ground track, opposed equal eastward northward components previous studies. Assimilating only cross-track 60% both components. When optimally assimilated, proved broadly throughout Earth, greatest evident at high latitudes where there confluence frequent gaps other observations. Globally, represented 1.6% total benefit, whereas regionally percentage was 3.7%.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,9.0,high,,,,
doi:10.5194/wes-2-77-2017,article,hc_publications,https://openalex.org/W2587515505,An error reduction algorithm to improve lidar turbulence estimates for wind energy,2017.0,10.5194/wes-2-77-2017,article,https://www.wind-energ-sci.net/2/77/2017/wes-2-77-2017.pdf,National Laboratory of the Rockies,"Abstract. Remote-sensing devices such as lidars are currently being investigated alternatives to cup anemometers on meteorological towers for the measurement of wind speed and direction. Although can measure mean speeds at heights spanning an entire turbine rotor disk be easily moved from one location another, they different values turbulence than instrument a tower. Current methods improving lidar estimates include use analytical models expensive scanning lidars. While these provide accurate results in research setting, cannot applied smaller, vertically profiling locations where high-resolution sonic anemometer data not available. Thus, there is clearly need error reduction model that simpler more applicable used energy industry. In this work, new algorithm described. The Lidar Turbulence Error Reduction Algorithm, L-TERRA, using only stand-alone requires minimal training with tower data. basis L-TERRA series physics-based corrections mitigate errors noise, volume averaging, variance contamination. These conjunction trained machine-learning improve WINDCUBE v2 lidar. lessons learned creating also other devices. was tested two sites Southern Plains region United States. brought regression line slopes much closer 1 both significantly reduced sensitivity atmospheric stability. accuracy highly dependent input variables dataset used, suggesting machine learning may best technique reducing intensity (TI) error. Future work will simulator better understand how factors affect determine information",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,28.0,high,,,,
doi:10.1175/bams-d-16-0181.1,article,hc_publications,https://openalex.org/W2765110815,Avian Sensor Packages for Meteorological Measurements,2017.0,10.1175/bams-d-16-0181.1,article,https://journals.ametsoc.org/downloadpdf/journals/bams/99/3/bams-d-16-0181.1.pdf,American Meteorological Society; Forest Research; University of Birmingham,"Abstract The increasing miniaturization of accurate, reliable meteorological sensors and logging systems allows the deployment sensor packages on lightweight airborne platforms. Here, we demonstrate safe humane use avian species (white-tailed Spanish imperial eagles) to carry a prototype miniature package measure temperature with 5-Hz response ±0.2°C resolution. This technique could allow above complex urban terrain, where such data are urgently required. Recent work has been facilitated by using unmanned aerial vehicles (UAVs), but their within, adjacent to, areas is heavily controlled. contains wind speed sensor, GPS, pressure altimeter, accelerometers. Four flight tests were conducted in steep valley (glen) at remote Scottish location that provided contrasting vertical profiles. glen was instrumented additional equipment bird launch landing sites. Vertical profile from raptors indicated success this approach absolute temperatures lapse rates consistent those measured weather stations. Movement airspeed aided interpretation finescale profiles terrain. As well as potential for sensing, interest ecology behavior communities aerodynamicists interested developing robotics mimic aspects flight. These being miniaturized further other rapid, repeatable, measurements, fulfill measurement niche canopy.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,6.0,high,,,,
doi:10.3390/rs9030242,article,hc_publications,https://openalex.org/W2594539745,Characterization of Turbulence in Wind Turbine Wakes under Different Stability Conditions from Static Doppler LiDAR Measurements,2017.0,10.3390/rs9030242,article,https://www.mdpi.com/2072-4292/9/3/242/pdf?version=1488701240,Bjerknes Centre for Climate Research; University of Bergen,"Wake characteristics are of great importance for wind park performance and turbine loads. While tunnel experiments provided a solid base the basic understanding structure dynamics wakes, consequent step forward to characterize wakes is full-scale measurements in real atmospheric boundary layer conditions under different stability regimes. Scanning Doppler LiDAR have proven be flexible useful tool such measurements. However, their advantage measuring spatial fluctuation accompanied by limited temporal resolution individual sampling volumes within scanned area. This study presents results from Beam Swing (DBS) highlights potential information retrieved spectral analysis wake Data originate three Windcube v1 sonic anemometers, collected during Wind Turbine Experiment–Wieringermeer. Despite ongoing research on reliability turbulence retrievals based DBS data, our show peak frequencies consistent with anemometer The energy spectra rather distinct maxima stable conditions, which broaden unstable neutral conditions. Investigations effect blade pitch downstream speed intensity profiles indicate development stability-dependent farm control strategies.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,9.0,high,,,,
doi:10.5194/acp-17-1847-2017,article,hc_publications,https://openalex.org/W2586240285,Effects of atmospheric dynamics and aerosols on the fraction of supercooled water clouds,2017.0,10.5194/acp-17-1847-2017,article,https://www.atmos-chem-phys.net/17/1847/2017/acp-17-1847-2017.pdf,Lanzhou University; Nagasaki University,"Abstract. Based on 8 years of (January 2008–December 2015) cloud phase information from the GCM-Oriented Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation (CALIPSO) Cloud Product (GOCCP), aerosol products CALIPSO meteorological parameters ERA-Interim products, present study investigates effects atmospheric dynamics supercooled liquid fraction (SCF) during nighttime under different loadings at global scale to better understand conditions water gradually transforming ice phase. Statistical results indicate that aerosols' effect nucleation cannot fully explain all SCF changes, especially in those regions where is not a first-order influence (e.g., due low nuclei frequency). By performing temporal spatial correlations between SCFs factors, this presents specifically relationship scale. We find almost decrease with increasing loading, variation closely related but their stable varies regions, seasons isotherm levels. Obviously negative versus vertical velocity relative humidity higher smaller SCFs. However, patterns correlation for lower-tropospheric static stability, skin temperature horizontal wind are relatively more complex than humidity. For example, close predominantly located middle high latitudes vary latitude or surface type. Although these statistical have been used establish certain causal relationship, our may provide unique point view change mixed-phase potential implications further improving parameterization determining climate feedbacks.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,65.0,high,,,,
